,t1,t2,rho,Time in months,r,hsa_tmle,hsa_tmle_cummin
0,0.9501560895391107,0.9253236254552396,0.968978344574175,1.0,13.835979263991563,0.9408464127863352,0.9408464127863352
1,0.9311397766094199,0.880260306420622,0.8620085658357516,2.0,13.835998556064231,0.9208903385911363,0.9208903385911363
2,0.9311397766094199,0.8099464083411798,0.8607873077561686,3.0,13.836003196333039,0.9013956243194176,0.9013956243194176
3,0.9129168521111389,0.772509684337037,0.9453284002311347,4.0,13.836006748940038,0.8684519658065829,0.8684519658065829
4,0.8754731010371899,0.7335209014048552,0.9532033682973008,5.0,13.836000556147145,0.8276683726498546,0.8276683726498546
5,0.8492319727183005,0.6691504620853822,0.9292361656877832,6.0,13.835991576723476,0.7936700930918945,0.7936700930918945
6,0.7433619251978122,0.6407966923054363,0.8895101107987529,7.0,13.835989192442577,0.7214164817629642,0.7214164817629642
7,0.6375701320650061,0.6213581342380474,0.8029327181005661,8.0,13.835989923357559,0.6755539670631426,0.6755539670631426
8,0.6187038561358399,0.6035157845406088,0.7815685674075187,9.0,13.83600071497596,0.6631284826877758,0.6631284826877758
9,0.6187038561358399,0.5990885285249633,0.7661241098452544,10.0,13.836009336297243,0.6647690018209191,0.6631284826877758
10,0.6187038561358399,0.5566869297582425,0.8099947294578353,11.0,13.835990673530242,0.6355254739565622,0.6355254739565622
11,0.6187038561358399,0.49322504845897014,0.7753963635988699,12.0,13.835986429209926,0.6184789881774673,0.6184789881774673
12,0.5967958455505322,0.48588476319704765,0.7957404413037799,13.0,13.83599571691989,0.5976126950801103,0.5976126950801103
13,0.5862080362442461,0.47994581866854497,0.76024095034304,14.0,13.836013384072988,0.5977424676507305,0.5976126950801103
14,0.5677458379281557,0.41930169536797524,0.6085319711899004,15.0,13.836003547698386,0.6002367727216842,0.5976126950801103
15,0.5677458379281557,0.40401469898618114,0.6541721011847746,16.0,13.83598575256932,0.5833617020284473,0.5833617020284473
16,0.5677458379281557,0.39679789333549415,0.6718685236686717,17.0,13.836002910315575,0.5764286743024718,0.5764286743024718
17,0.5677458379281557,0.39679789333549415,0.6718684855395113,18.0,13.836014058710997,0.576428683543492,0.5764286743024718
18,0.5432252891795162,0.3762231702797983,0.7981172324962221,19.0,13.836011325269892,0.5224794816720777,0.5224794816720777
19,0.5354053556345715,0.36600634613281147,0.7961617726519543,20.0,13.836002787817364,0.5141712755204694,0.5141712755204694
20,0.5300509719176002,0.36014408292086014,0.8066448457826064,21.0,13.836003501164944,0.5060386335167764,0.5060386335167764
21,0.4619921497944779,0.3527850282532153,0.7767001301041097,22.0,13.835996060191448,0.4667623339752394,0.4667623339752394
22,0.4619919651577135,0.3527850282532153,0.7767001423648197,23.0,13.83603001721756,0.4667622167788557,0.4667622167788557
23,0.43089921664043573,0.3459555178914283,0.8587347228348927,24.0,13.83598780121599,0.4255017030647714,0.4255017030647714
24,0.430899026039672,0.3459555178914283,0.8587347191936291,25.0,13.836017002363503,0.42550159012533956,0.42550159012533956
25,0.430899026039672,0.27880722390892054,0.7460539223013144,26.0,13.835993143329357,0.4239036531847577,0.4239036531847577
26,0.430899026039672,0.27174181567642813,0.7610211387322955,27.0,13.835993306843402,0.4178989065577223,0.4178989065577223
27,0.430899026039672,0.26575498114156343,0.6495601050554359,28.0,13.83599861363406,0.4400506210042412,0.4178989065577223
28,0.36418875988849064,0.25527373245693424,0.5732335323126719,29.0,13.835998885495288,0.4062238246868528,0.4062238246868528
