,t1,t2,rho,Time in months,r,hsa_tmle,hsa_tmle_cummin
0,0.96653070700744,0.9998705230742924,0.9610629374548189,1.0,5.3164911903962215,0.9980289081662003,0.9980289081662003
1,0.96653070700744,0.9133869384007169,0.962184621077255,2.0,5.316490555701729,0.9484258259688821,0.9484258259688821
2,0.96653070700744,0.9133869384007169,0.9621846288921169,3.0,5.316490497840529,0.9484258255735415,0.9484258255735415
3,0.8758835675762413,0.9057898408035499,0.9933276836757305,4.0,5.316490839494353,0.8926331847378024,0.8926331847378024
4,0.8514810068934838,0.8631074637656986,0.7894297904195704,5.0,5.316491549944906,0.8831717470165584,0.8831717470165584
5,0.8287201029233621,0.8631074637656986,0.8817617506644719,6.0,5.316491085355399,0.8623623669563808,0.8623623669563808
6,0.7748330809080062,0.8631074637656986,0.9348492358857695,7.0,5.316490336371229,0.8349553917481456,0.8349553917481456
7,0.7113312277505457,0.8631074637656986,0.9848216804336287,8.0,5.316491757882377,0.8070867896959532,0.8070867896959532
8,0.7113312277505457,0.8631074637656986,0.9804791787049048,9.0,5.316489633541289,0.8077631812265986,0.8070867896959532
9,0.7113312277505457,0.800477517474578,0.95618778492883,10.0,5.316490179835675,0.7692433150488988,0.7692433150488988
10,0.7113312277505457,0.7990625261308201,0.9530356644262937,11.0,5.316492136480057,0.7689479210750587,0.7689479210750587
11,0.7113312277505457,0.7990625165349229,0.9530356646677621,12.0,5.316490707999326,0.7689479151682364,0.7689479151682364
12,0.6698408287659577,0.7990625165349229,0.9423704243096199,13.0,5.3164906187362675,0.7560803048995149,0.7560803048995149
13,0.6698408287659577,0.777785534882937,0.9705400894040154,14.0,5.316490216100087,0.7368859189217529,0.7368859189217529
14,0.6698408287659577,0.7677263000242632,0.9737010923198477,15.0,5.316490487305677,0.7299483717300732,0.7299483717300732
15,0.6698408287659577,0.7677262965424003,0.9737010925819636,16.0,5.316489970605951,0.7299483695176341,0.7299483695176341
16,0.6698408287659577,0.7677262965424003,0.9649222001503158,17.0,5.316491284889893,0.7316917430518793,0.7299483695176341
17,0.6698408287659577,0.7677262965424003,0.964922200568472,18.0,5.316491767256293,0.731691742968839,0.7299483695176341
18,0.6504666091473638,0.7677262965424003,0.970976793572067,19.0,5.316490020027596,0.7233026100317046,0.7233026100317046
19,0.6504666091473638,0.7677262965424003,0.9967014428210645,20.0,5.316491056872628,0.7181228512985177,0.7181228512985177
